instant,season_x,yr_x,weekday_x,workingday_x,windspeed_x,casual_x,registered_x,cnt_x,season_y,yr_y,hr,weekday_y,workingday_y,windspeed_y,casual_y,registered_y,cnt_y
628,3,1,3,1,0.215175,788,6803,7591,1,0,10,6,0,0.1045,4,51,55
629,3,1,4,1,0.118167,939,6781,7720,1,0,11,6,0,0.1343,4,60,64
630,3,1,5,1,0.154229,1250,6917,8167,1,0,12,6,0,0.194,12,66,78
631,3,1,6,0,0.283583,2512,5883,8395,1,0,13,6,0,0.1642,9,56,65
632,4,1,0,0,0.223258,2454,5453,7907,1,0,14,6,0,0.1343,10,89,99
633,4,1,1,1,0.142404,1001,6435,7436,1,0,15,6,0,0.2537,22,98,120
634,4,1,2,1,0.236321,845,6693,7538,1,0,16,6,0,0.1642,19,88,107
635,4,1,3,1,0.2444,787,6946,7733,1,0,17,6,0,0.0,9,82,91
636,4,1,4,1,0.134342,751,6642,7393,1,0,18,6,0,0.1343,9,59,68
637,4,1,5,1,0.164179,1045,6370,7415,1,0,19,6,0,0.2537,6,52,58
638,4,1,6,0,0.227604,2589,5966,8555,1,0,20,6,0,0.0896,1,42,43
639,4,1,0,0,0.134958,2015,4874,6889,1,0,21,6,0,0.0896,1,35,36
640,4,1,1,1,0.0908042,763,6015,6778,1,0,22,6,0,0.0896,4,28,32
641,4,1,2,1,0.104475,315,4324,4639,1,0,23,6,0,0.0896,3,30,33
642,4,1,3,1,0.0665458,728,6844,7572,1,0,0,0,0,0.1045,0,33,33
643,4,1,4,1,0.117546,891,6437,7328,1,0,1,0,0,0.0,7,22,29
644,4,1,5,1,0.10635,1516,6640,8156,1,0,2,0,0,0.0,1,10,11
645,4,1,6,0,0.268025,3031,4934,7965,1,0,3,0,0,0.0,1,7,8
646,4,1,0,0,0.141162,781,2729,3510,1,0,4,0,0,0.0,0,1,1
647,4,1,1,0,0.189679,874,4604,5478,1,0,5,0,0,0.0,0,3,3
648,4,1,2,1,0.1903,601,5791,6392,1,0,7,0,0,0.0,0,3,3
649,4,1,3,1,0.187821,780,6911,7691,1,0,8,0,0,0.0,1,11,12
650,4,1,4,1,0.181596,834,6736,7570,1,0,9,0,0,0.0,4,34,38
651,4,1,5,1,0.235092,1060,6222,7282,1,0,10,0,0,0.0,7,57,64
652,4,1,6,0,0.146142,2252,4857,7109,1,0,11,0,0,0.0,9,50,59
653,4,1,0,0,0.278612,2080,4559,6639,1,0,12,0,0,0.1045,10,87,97
654,4,1,1,1,0.296037,760,5115,5875,1,0,13,0,0,0.1045,13,71,84
655,4,1,2,1,0.182221,922,6612,7534,1,0,14,0,0,0.0896,18,104,122
656,4,1,3,1,0.101371,979,6482,7461,1,0,15,0,0,0.0,14,95,109
657,4,1,4,1,0.236937,1008,6501,7509,1,0,16,0,0,0.0,19,104,123
658,4,1,5,1,0.134954,753,4671,5424,1,0,17,0,0,0.194,6,71,77
659,4,1,6,0,0.117537,2806,5284,8090,1,0,18,0,0,0.1642,8,57,65
660,4,1,0,0,0.166054,2132,4692,6824,1,0,19,0,0,0.194,9,46,55
661,4,1,1,1,0.0814833,830,6228,7058,1,0,20,0,0,0.1045,3,30,33
662,4,1,2,1,0.0945458,841,6625,7466,1,0,21,0,0,0.1642,3,25,28
663,4,1,3,1,0.0727792,795,6898,7693,1,0,22,0,0,0.194,2,19,21
664,4,1,4,1,0.124375,875,6484,7359,1,0,23,0,0,0.2836,5,16,21
665,4,1,5,1,0.132467,1182,6262,7444,1,0,0,1,1,0.2239,1,6,7
666,4,1,6,0,0.235692,2643,5209,7852,1,0,1,1,1,0.2537,2,5,7
667,4,1,0,0,0.398008,998,3461,4459,1,0,2,1,1,0.194,0,1,1
668,4,1,1,1,0.3582,2,20,22,1,0,3,1,1,0.194,0,2,2
669,4,1,2,1,0.213009,87,1009,1096,1,0,4,1,1,0.2239,0,2,2
670,4,1,3,1,0.166667,419,5147,5566,1,0,5,1,1,0.2836,0,8,8
671,4,1,4,1,0.157346,466,5520,5986,1,0,6,1,1,0.3284,0,37,37
672,4,1,5,1,0.266175,618,5229,5847,1,0,7,1,1,0.2836,1,71,72
673,4,1,6,0,0.270529,1029,4109,5138,1,0,8,1,1,0.2836,3,182,185
674,4,1,0,0,0.179108,1201,3906,5107,1,0,9,1,1,0.2985,0,112,112
675,4,1,1,1,0.236325,378,4881,5259,1,0,10,1,1,0.194,1,68,69
676,4,1,2,1,0.173513,466,5220,5686,1,0,11,1,1,0.194,2,46,48
677,4,1,3,1,0.304108,326,4709,5035,1,0,12,1,1,0.1045,6,62,68
678,4,1,4,1,0.347835,340,4975,5315,1,0,13,1,1,0.0,2,52,54
679,4,1,5,1,0.214558,709,5283,5992,1,0,14,1,1,0.1343,1,85,86
680,4,1,6,0,0.0578458,2090,4446,6536,1,0,15,1,1,0.1343,3,41,44
681,4,1,0,0,0.1275,2290,4562,6852,1,0,16,1,1,0.194,3,83,86
682,4,1,1,0,0.173517,1097,5172,6269,1,0,17,1,1,0.194,6,155,161
683,4,1,2,1,0.342046,327,3767,4094,1,0,18,1,1,0.2239,3,153,156
684,4,1,3,1,0.199625,373,5122,5495,1,0,19,1,1,0.1045,3,108,111
685,4,1,4,1,0.152987,320,5125,5445,1,0,20,1,1,0.1642,0,78,78
686,4,1,5,1,0.171025,484,5214,5698,1,0,21,1,1,0.0896,3,53,56
687,4,1,6,0,0.179729,1313,4316,5629,1,0,22,1,1,0.1045,0,34,34
688,4,1,0,0,0.227612,922,3747,4669,1,0,23,1,1,0.0896,2,15,17
689,4,1,1,1,0.235067,449,5050,5499,1,0,0,2,1,0.1045,2,6,8
690,4,1,2,1,0.082725,534,5100,5634,1,0,1,2,1,0.1045,0,3,3
691,4,1,3,1,0.103246,615,4531,5146,1,0,2,2,1,0.0,0,2,2
692,4,1,4,0,0.0528708,955,1470,2425,1,0,3,2,1,0.0,0,2,2
693,4,1,5,1,0.148021,1603,2307,3910,1,0,5,2,1,0.0,0,3,3
694,4,1,6,0,0.376871,532,1745,2277,1,0,6,2,1,0.0,0,22,22
695,4,1,0,0,0.1505,309,2115,2424,1,0,7,2,1,0.0,0,52,52
696,4,1,1,1,0.04665,337,4750,5087,1,0,8,2,1,0.0,3,132,135
697,4,1,2,1,0.237562,123,3836,3959,1,0,9,2,1,0.0,2,114,116
698,4,1,3,1,0.210821,198,5062,5260,1,0,10,2,1,0.0,0,47,47
699,4,1,4,1,0.115522,243,5080,5323,1,0,11,2,1,0.0,2,49,51
700,4,1,5,1,0.0584708,362,5306,5668,1,0,12,2,1,0.0,2,53,55
701,4,1,6,0,0.0597042,951,4240,5191,1,0,13,2,1,0.0,3,49,52
702,4,1,0,0,0.124379,892,3757,4649,1,0,14,2,1,0.0896,5,49,54
703,4,1,1,1,0.0827208,555,5679,6234,1,0,15,2,1,0.0,7,45,52
704,4,1,2,1,0.174129,551,6055,6606,1,0,16,2,1,0.1343,3,61,64
705,4,1,3,1,0.324021,331,5398,5729,1,0,17,2,1,0.0,4,172,176
706,4,1,4,1,0.174754,340,5035,5375,1,0,18,2,1,0.1045,3,165,168
707,4,1,5,1,0.1306,349,4659,5008,1,0,19,2,1,0.1343,3,105,108
708,4,1,6,0,0.101379,1153,4429,5582,1,0,20,2,1,0.1343,5,69,74
709,4,1,0,0,0.157975,441,2787,3228,1,0,21,2,1,0.1343,0,64,64
710,4,1,1,1,0.190308,329,4841,5170,1,0,22,2,1,0.0896,2,34,36
711,4,1,2,1,0.296037,282,5219,5501,1,0,23,2,1,0.194,1,15,16
712,4,1,3,1,0.162937,310,5009,5319,1,0,0,3,1,0.1045,0,2,2
713,4,1,4,1,0.174129,425,5107,5532,1,0,1,3,1,0.194,0,3,3
714,4,1,5,1,0.131229,429,5182,5611,1,0,2,3,1,0.1343,4,0,4
715,4,1,6,0,0.10635,767,4280,5047,1,0,3,3,1,0.1343,0,1,1
716,4,1,0,0,0.100742,538,3248,3786,1,0,4,3,1,0.2836,0,1,1
717,4,1,1,1,0.0982583,212,4373,4585,1,0,5,3,1,0.1045,0,3,3
718,4,1,2,1,0.221404,433,5124,5557,1,0,6,3,1,0.1045,1,17,18
719,4,1,3,1,0.184092,333,4934,5267,1,0,7,3,1,0.2239,1,48,49
720,4,1,4,1,0.132463,314,3814,4128,1,0,8,3,1,0.2239,1,154,155
721,1,1,5,1,0.374383,221,3402,3623,1,0,9,3,1,0.0896,4,119,123
722,1,1,6,0,0.407346,205,1544,1749,1,0,10,3,1,0.0,2,59,61
723,1,1,0,0,0.133083,408,1379,1787,1,0,11,3,1,0.194,5,47,52
724,1,1,1,1,0.0772304,174,746,920,1,0,12,3,1,0.2239,3,61,64
725,1,1,2,0,0.168726,440,573,1013,1,0,13,3,1,0.1642,1,74,75
726,1,1,3,1,0.316546,9,432,441,1,0,14,3,1,0.3881,2,61,63
727,1,1,4,1,0.350133,247,1867,2114,1,0,15,3,1,0.3284,10,66,76
728,1,1,5,1,0.155471,644,2451,3095,1,0,16,3,1,0.2985,8,95,103
729,1,1,6,0,0.124383,159,1182,1341,1,0,17,3,1,0.5224,7,183,190
730,1,1,0,0,0.350754,364,1432,1796,1,0,18,3,1,0.5522,7,175,182
731,1,1,1,1,0.154846,439,2290,2729,1,0,19,3,1,0.4925,3,88,91
